library_id,scenario_hash,canonical_sample_id,aliases,generators,target_risk_levels,observed_risk_level,risk_score_mean,risk_score_std,collision_observed,verification_level,verification_basis,evidence_granularity,carla_versions,accepted_run_count,expected_run_count,quality_tier,quality_status,executability_score,evidence_completeness_score,repeatability_score,dangerousness_score,diversity_score,quality_flags
slv1_11ea4a16da25a0c3,11ea4a16da25a0c3d23b971358457c7c9e37076e4d114c2843bba78b3b088df6,gmm_critical_20260818_0250,gmm_critical_20260818_0250,gmm,critical,critical,88.10966666666667,0.016743157806505253,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9983256842193495,0.8810966666666666,0.586988511455586,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_133736a769520943,133736a7695209430f5ce03e700d9605b330e9505d3a37544b2ba5c053fc0896,lhs_high_20260815_0045,lhs_high_20260815_0045,lhs,high,medium,47.714999999999996,0.06109828148156046,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9938901718518439,0.47714999999999996,0.5441557622959888,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_17995c9118e58a27,17995c9118e58a2785176aa35880a2a1484414199a026c28787372be28c88842,gmm_critical_20260817_0130,gmm_critical_20260817_0130,gmm,critical,high,53.56166666666667,0.9507556643708905,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.904924433562911,0.5356166666666666,0.3118187072408243,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_1900a0545228a024,1900a0545228a02498cebf573053903505427668b544766344fcee2b0a1d69b9,cvae_critical_20260813_0042,cvae_critical_20260813_0042,cvae,critical,medium,48.01533333333333,1.1302797588797793,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.886972024112022,0.4801533333333333,0.29380217300630745,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_1c0732bad69e8283,1c0732bad69e8283f923bd9abfe37c2e17b628a67d5eb814c53306c245f3a572,cvae_critical_20260816_0099,cvae_critical_20260816_0099,cvae,critical,high,54.19166666666666,0.007505553499464052,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9992494446500536,0.5419166666666666,0.1189032675168277,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_1d0905d357177ff7,1d0905d357177ff728edb518d69245f8b375d8946c0d42f3a0c3ef6ac9cd3d2c,gmm_low_20260813_0012,gmm_low_20260813_0012,gmm,low,low,24.410666666666668,0.8785672047904665,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9121432795209533,0.24410666666666667,0.7413833604885759,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_1f553436da16dfd3,1f553436da16dfd3c97f121149de21a1639945a9607b1d0a713a3568086f91a5,gmm_critical_20260816_0165,gmm_critical_20260816_0165,gmm,critical,critical,97.04,0.0,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,1.0,0.9704,0.25120193082599623,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_1fcb1457aed5ff74,1fcb1457aed5ff74a599f794ba975290c28b328dc60cc11c6844f3f11bddba87,gmm_high_20260813_0005,gmm_high_20260813_0005,gmm,high,medium,44.718999999999994,0.08664294547163043,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.991335705452837,0.4471899999999999,0.5749582815277867,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_20d5307e4f5c5937,20d5307e4f5c5937e76beedfa4fa4c9dfc3384efadc2c04aa1d6417084dc9d5d,gmm_critical_20260818_0120,gmm_critical_20260818_0120,gmm,critical,high,59.63233333333333,0.011590225767144172,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9988409774232856,0.5963233333333333,0.4788133473217473,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_21e559768aa1632d,21e559768aa1632da3eb2842dd10a74068d145cfa6dbf1eaae3e05c53e506e0e,cvae_high_20260815_0058,cvae_high_20260815_0058,cvae,high,critical,78.16499999999999,0.028844410203711694,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9971155589796288,0.78165,0.12136648105767335,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_24d97c304de2cc31,24d97c304de2cc31878dd2f5d0eace285dfc6654b901bbe7143ab2d046dece0a,cvae_low_20260813_0001,cvae_low_20260813_0001,cvae,low,low,25.207666666666668,1.2082319037888931,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.8791768096211107,0.25207666666666667,0.45568632665767433,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_2744f6d896f226db,2744f6d896f226db1bb608b6fbb48d6e9b2cd30b210fba7f6d3d62e20981bf5f,gmm_critical_20260818_0245,gmm_critical_20260818_0245,gmm,critical,high,57.68466666666668,0.05311622476544485,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9946883775234555,0.5768466666666668,0.3486599064557013,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_2a12c10f52930945,2a12c10f52930945c5cd1ab58e31139210fc2beccfdece45053c51dfed632980,lhs_medium_20260813_0026,lhs_medium_20260813_0026,lhs,medium,medium,28.41333333333333,0.12383995047371875,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9876160049526281,0.2841333333333333,0.6256388597019756,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_2b32f0ed766bee15,2b32f0ed766bee1582d3f19e7de118cc7a220eb5706ed7aa5a1834c3cec29710,gmm_high_20260815_0021,gmm_high_20260815_0021,gmm,high,medium,46.154,0.07493997598077963,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.992506002401922,0.46154000000000006,0.41525575029676637,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_2cf0fc8d132f790b,2cf0fc8d132f790b6ec03c00910f5431f70a039dc97de5612ea3cb37865dda17,lhs_medium_20260813_0041,lhs_medium_20260813_0041,lhs,medium,medium,30.77,0.587091985978347,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9412908014021653,0.3077,0.7316933455748365,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_2fe6688d1ac37385,2fe6688d1ac373856a28abda9831ccd3087454e09cb017d6ef2b7453f8087ee3,cvae_high_20260816_0070,cvae_high_20260816_0070,cvae,high,medium,44.294333333333334,0.029091808698211135,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9970908191301789,0.44294333333333336,0.1449364304400597,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_30788d7253e6e670,30788d7253e6e6706b5d784203872375c4b9e2176c03f1597bbaa49ea20f6afc,lhs_high_20260813_0077,lhs_high_20260813_0077,lhs,high,medium,44.736,0.1158576713040603,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.988414232869594,0.44736,0.5789121855712501,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_308ede0d3751c2ae,308ede0d3751c2aeac54989b1728956d1595174c792bb797101a8f2021e12094,cvae_high_20260816_0090,cvae_high_20260816_0090,cvae,high,high,50.12733333333333,0.0652252507341558,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9934774749265844,0.5012733333333333,0.1449364304400597,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_3be7adc22ec58fb5,3be7adc22ec58fb51648fd97b8c9281424a669fc919c1059f45319458c8ae31e,lhs_high_20260817_0022,lhs_high_20260817_0022,lhs,high,critical,81.09066666666666,0.08545369116271667,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9914546308837283,0.8109066666666667,0.44479938533215213,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_413726db8ea31785,413726db8ea31785b612aa13572afe022050d64e7a18ff37c0c91a4cd4262bef,cvae_low_20260813_0115,cvae_low_20260813_0115,cvae,low,low,23.761666666666667,0.33091590069583177,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9669084099304168,0.23761666666666667,0.45568632665767433,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_4219bd68710f043e,4219bd68710f043e46f10d1a2bd213cbd3160d984adb95521b1221eb8939be70,lhs_high_20260816_0066,lhs_high_20260816_0066,lhs,high,high,74.156,0.14857657958103312,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9851423420418967,0.7415600000000001,0.591539303407036,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_4221d71e504eabd6,4221d71e504eabd603550cdb8c537e0b824d923cc345b553e2bcf034b417556f,cvae_critical_20260818_0067,cvae_critical_20260818_0067,cvae,critical,critical,79.11666666666666,0.00750555349945995,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.999249444650054,0.7911666666666666,0.14466073223970222,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_422e122508be1e0c,422e122508be1e0c5efcb562f027d9012489befc13bcf830a5b04cf45195bfaf,lhs_critical_20260816_0065,lhs_critical_20260816_0065,lhs,critical,critical,87.396,0.7136056333858342,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9286394366614166,0.87396,0.43891762981199567,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_42f30898ff8f5f30,42f30898ff8f5f30c9d83e3ca728afa4df4109526e981c0fe8a3793c3216bd21,gmm_high_20260816_0025,gmm_high_20260816_0025,gmm,high,medium,45.489,0.07538567503179766,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9924614324968203,0.45488999999999996,0.498946681123002,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_444f3840322072fc,444f3840322072fc61bfabd2e63f0d1423c8958081f054d7f36dc7ec65b9281b,lhs_high_20260813_0024,lhs_high_20260813_0024,lhs,high,high,50.31866666666667,0.06903863652574324,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9930961363474257,0.5031866666666667,0.5253948199382912,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_4457ba10b378230e,4457ba10b378230ea5db27456210e35cebf02d1f6b0311393077f56b8018ba63,lhs_high_20260816_0072,lhs_high_20260816_0072,lhs,high,critical,77.34266666666666,0.011015141094571045,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9988984858905429,0.7734266666666666,0.44479938533215213,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_450eef9b500b0535,450eef9b500b0535b0bf7a1c2d3859ae41235371c7fad7b6d0911542d1c54723,cvae_high_20260813_0067,cvae_high_20260813_0067,cvae,high,medium,42.74,0.02511971337416194,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9974880286625838,0.4274,0.39484459764360663,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_480a7ee5c4203454,480a7ee5c42034544785eba55ce48751842d68bb27015da51243938ad6eda835,cvae_low_20260813_0034,cvae_low_20260813_0034,cvae,low,low,24.413666666666668,0.4834297604961187,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9516570239503881,0.24413666666666667,0.51960925314774,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_48dd9a8f815d851f,48dd9a8f815d851f64b1c69889b48adf07e0ac37186a02fdd202760836fd8717,cvae_high_20260813_0033,cvae_high_20260813_0033,cvae,high,medium,45.74666666666667,0.4374669511326932,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9562533048867307,0.4574666666666667,0.30263255376084364,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_49b032568ba542e9,49b032568ba542e9812cee2ddd6538125c6e3408a61f743e4a1a4951a87ec65d,gmm_high_20260815_0105,gmm_high_20260815_0105,gmm,high,medium,45.85933333333333,0.8686382062362513,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9131361793763748,0.4585933333333333,0.6496177209774512,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_4ad8816fb4ebd83e,4ad8816fb4ebd83e400a548a2eea9e4fa6c7fe3d11954783d86d3743b5b5ac1e,lhs_critical_20260816_0254,lhs_critical_20260816_0254,lhs,critical,high,52.59900000000001,0.005567764362827893,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9994432235637172,0.5259900000000001,0.3886124776980509,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_4c4971f706e08122,4c4971f706e08122c407eb6feb396b1152174d669afac6d2f8c26251ec16c491,gmm_high_20260815_0207,gmm_high_20260815_0207,gmm,high,medium,47.162,0.02357965224510338,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9976420347754896,0.47162,0.6667489948784268,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_4f93eefba286db07,4f93eefba286db07f633b60fe0ef0a0869547766c5b283f2deb2008440813232,gmm_high_20260813_0049,gmm_high_20260813_0049,gmm,high,medium,44.082,0.49665581643629264,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9503344183563708,0.44082,0.7114255723226054,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_5a4ecd6ab87f1fa1,5a4ecd6ab87f1fa176c384a07add5a1d39b281386547ffc9de78445f3740c95a,lhs_high_20260817_0128,lhs_high_20260817_0128,lhs,high,medium,49.29666666666666,0.04306197084822388,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9956938029151776,0.4929666666666666,0.42502199417660724,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_5f0896715ec8fcfd,5f0896715ec8fcfd59b35a4a0e6b0a56cf9f453ccf20d1812f864eea6fbe5574,lhs_low_20260813_0010,lhs_low_20260813_0010,lhs,low,medium,25.866333333333333,0.11541808061708948,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9884581919382911,0.25866333333333336,0.9082542999037804,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_6294f10d2c1aa706,6294f10d2c1aa70619ea6822bc6cb9620951e0b0326016ccedc0f7a733587029,lhs_critical_20260813_0101,lhs_critical_20260813_0101,lhs,critical,medium,48.967999999999996,1.42136694769507,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.8578633052304929,0.48967999999999995,0.6091013882117491,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_629dfd75dd056718,629dfd75dd0567185d06fa7f54b9857a7826637cfaa5976807609e962cf603b0,lhs_medium_20260813_0110,lhs_medium_20260813_0110,lhs,medium,medium,32.588,0.15352849898308676,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9846471501016913,0.32588,0.694526488290394,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_62aa02f743035d61,62aa02f743035d61770c1296d8cf5f19a088a447b514374a5507fe5912d05558,cvae_high_20260815_0159,cvae_high_20260815_0159,cvae,high,critical,87.86666666666666,5.514564926930624,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.4485435073069376,0.8786666666666666,0.1977836538102834,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_630c0849c6b43238,630c0849c6b432384672635166301346e8dd4c036d61957361b760a183882b1c,gmm_high_20260813_0079,gmm_high_20260813_0079,gmm,high,critical,78.97833333333334,0.06627468093724276,True,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9933725319062757,0.7897833333333334,0.5072216776693738,carla_version_not_recorded;collision_observed;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_653b4203511c7943,653b4203511c79432a17424ee17cea86c1e73d999eb88b1d264ee4d9cd94a02a,cvae_critical_20260816_0163,cvae_critical_20260816_0163,cvae,critical,critical,83.566,4.378808399553467,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.5621191600446533,0.8356600000000001,0.10288697646056132,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_657b91e046ab470e,657b91e046ab470e87c073b4dc8080dc6b0f6d08ad4e116a872892869c9b39de,cvae_critical_20260818_0165,cvae_critical_20260818_0165,cvae,critical,critical,89.45966666666668,0.035529330606319846,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.996447066939368,0.8945966666666668,0.17603256670419973,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_657c24cf48f79459,657c24cf48f79459975b7a9268e402690b45747c293139567f67e222c092b527,lhs_high_20260817_0164,lhs_high_20260817_0164,lhs,high,medium,47.60866666666667,1.1434510629376897,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.8856548937062311,0.4760866666666667,0.4995144366621581,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_71c7552a0e4a4fcf,71c7552a0e4a4fcf4b4a0062e97f4ee004dc2fd11c4613eb5b4a08edb00c11f0,cvae_critical_20260813_0030,cvae_critical_20260813_0030,cvae,critical,medium,46.976333333333336,0.8245619038818934,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9175438096118107,0.46976333333333337,0.32085702662916943,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_72564ecb00c26895,72564ecb00c26895dc7ce726f29576576ac7a92d43e7e5916cf3a399766d2197,cvae_medium_20260813_0061,cvae_medium_20260813_0061,cvae,medium,medium,26.521333333333335,0.9443571005363033,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9055642899463696,0.26521333333333336,0.44301050299473427,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_7384b1555ec55aa3,7384b1555ec55aa3caff6ebb05ccbe09a6d375f79e3e5bc49d5024c164f2e95d,gmm_critical_20260816_0070,gmm_critical_20260816_0070,gmm,critical,critical,95.849,2.0031173205781054,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.7996882679421895,0.9584900000000001,0.35252109343320037,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_74966ddcbc68fd0a,74966ddcbc68fd0a2b360c6fb416cc7a1b8d5a4277a9c730ffbc899be0225a5e,lhs_critical_20260817_0173,lhs_critical_20260817_0173,lhs,critical,high,53.32933333333333,0.0040414518843302685,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.999595854811567,0.5332933333333333,0.3623742886323932,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_774c42b7db6746f9,774c42b7db6746f9cadd15059cc443341be6808e13546b5b56001fa586341fb1,lhs_low_20260813_0128,lhs_low_20260813_0128,lhs,low,low,24.474333333333334,0.011015141094571367,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9988984858905429,0.24474333333333334,0.943689840607382,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_777d03e9b6d9d313,777d03e9b6d9d31317fb415b570372abd22e744c6f7c474e0617450612ce8fb9,lhs_critical_20260816_0150,lhs_critical_20260816_0150,lhs,critical,critical,79.28133333333334,0.08491368166163953,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9915086318338361,0.7928133333333334,0.37485948572766936,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
