sample_id,generator,target_risk_level,generator_target_cell,source_path,feature_01_weather_cloudiness,feature_02_weather_precipitation,feature_03_weather_precipitation_deposits,feature_04_weather_wind_intensity,feature_05_weather_fog_density,feature_06_weather_fog_distance,feature_07_weather_sun_altitude_angle,feature_08_weather_wetness,feature_09_lead_vehicle_initial_distance_m,feature_10_lead_vehicle_brake_trigger_seconds,feature_11_lead_vehicle_brake_intensity,feature_12_pedestrian_forward_distance_m,feature_13_pedestrian_roadside_offset_m,feature_14_pedestrian_trigger_seconds,feature_15_pedestrian_speed_mps,predicted_risk_mean,predicted_risk_std,predicted_risk_min,predicted_risk_max,robust_predicted_risk_score,bootstrap_top_k_frequency,nearest_observed_distance,nearest_collision_distance,nearest_non_collision_distance,collision_distance_margin,collision_affinity,collision_boundary_balance,collision_boundary_score,stable_high_score_base,high_uncertainty_base,collision_boundary_base
lhs_high_20260815_0011,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9822461538461539,0.803225,0.8321,0.7121052631578948,0.8959411764705882,0.16338596491228072,0.22356,0.9396857142857143,0.42705882352941177,0.2811111111111111,0.8600000000000001,0.5192962962962964,0.3787499999999999,0.1907017543859649,0.5303333333333334,53.59923471670111,3.237737051847317,47.79783833597881,59.92165373544963,51.98036619077745,0.5,0.11024916908858029,0.11024916908858029,0.11644474476104326,0.006195575672462969,0.3526664602459536,0.8014411321216539,0.5316402986614664,0.6805013020833333,0.5709635416666666,0.744140625
lhs_high_20260815_0012,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9126923076923077,0.9840249999999999,0.8207375000000001,0.6560631578947368,0.8181058823529412,0.18271929824561403,0.53482,0.6561428571428572,0.28979411764705887,0.19000000000000003,0.9244444444444444,0.5657037037037037,0.7150000000000001,0.41210526315789475,0.5378333333333334,49.46595744688377,2.2836798273113583,44.60877221981717,54.59775671693111,48.32411753322809,0.04,0.11295049653186497,0.1465288476569251,0.11295049653186497,-0.03357835112506012,0.2502737760519919,0.3013076226089027,0.27460771377289933,0.42363281249999996,0.24283854166666669,0.25592447916666666
lhs_high_20260815_0013,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7293076923076923,0.9362625,0.8191499999999999,0.7393578947368421,0.8871176470588236,0.09703508771929825,0.35066,0.834,0.23464705882352946,0.37513888888888897,1.0,0.2554074074074074,0.5787500000000001,0.3919298245614035,0.5461666666666667,50.93878689364423,3.7653563963316747,44.38541665235684,57.791392974867705,49.05610869547839,0.12,0.08887878193192991,0.08887878193192991,0.10280033351978403,0.013921551587854117,0.431620248266783,0.6081323463239899,0.5123302004561334,0.5072265625,0.650390625,0.7374348958333333
lhs_high_20260815_0014,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8493538461538461,0.7793875,0.7515499999999999,0.8011684210526316,0.8750941176470588,0.08889473684210526,0.31872,0.8884857142857143,0.3012647058823529,0.1902777777777778,0.828888888888889,0.6564444444444443,0.31499999999999995,0.37473684210526315,0.37166666666666676,48.38971019830686,2.369093289965836,43.962927451058206,53.805414543209835,47.20516355332394,0.02,0.08368364930275556,0.14149632626029407,0.08368364930275556,-0.057812676957538514,0.2624682178038406,0.12676484981270741,0.18240543909245918,0.34820963541666666,0.24609375,0.138671875
lhs_high_20260815_0015,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8564769230769231,0.8242,0.874075,0.7143999999999999,0.765635294117647,0.10456140350877194,0.43366,0.8240571428571428,0.33155882352941174,0.2586111111111111,0.6822222222222222,0.399074074074074,0.3660000000000001,0.3314035087719298,0.5395,46.155014712700776,1.7077596576263987,42.57632471693124,50.57265314065252,45.30113488388758,0.0,0.07749482839591208,0.12364252073919733,0.07749482839591208,-0.04614769234328525,0.3107254292163281,0.1923041440146738,0.24444587885468247,0.17138671875,0.07438151041666666,0.149609375
lhs_high_20260815_0016,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.812923076923077,0.8974125000000001,0.8803124999999999,0.8489684210526316,0.8636823529411765,0.13740350877192983,0.30536,0.9424428571428572,0.4192352941176471,0.2995833333333333,0.76,0.4938518518518518,0.45124999999999993,0.43175438596491234,0.5609999999999999,50.70657130966006,2.3339689433148267,46.662446220178,55.967769170634895,49.53958683800265,0.08,0.12044189646894816,0.12052273824488811,0.12044189646894816,-8.084177593994935e-05,0.32002601711728723,0.9971160053447581,0.5648920815468939,0.4995442708333333,0.2706705729166667,0.7005208333333334
lhs_high_20260815_0017,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7975076923076923,0.9005000000000001,0.6372249999999999,0.7740842105263157,0.737164705882353,0.26163157894736844,0.51842,0.6963428571428572,0.41141176470588237,0.2773611111111111,0.7577777777777778,0.25981481481481483,0.48425000000000007,0.251578947368421,0.37733333333333335,45.50506116474665,3.051272184814646,40.197659392857155,51.72309849029978,43.979425072339325,0.0,0.11050026539204154,0.13258853224782519,0.11050026539204154,-0.022088266855783648,0.2855277395441646,0.45424088719048117,0.36013660426015287,0.08889973958333333,0.3974609375,0.4271484375
lhs_high_20260815_0018,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9403384615384616,0.8686,0.9853999999999999,0.5316315789473685,0.8056,0.14075438596491227,0.31048,0.9313,0.2871470588235295,0.19013888888888886,0.8066666666666668,0.1795925925925926,0.36850000000000005,0.3970175438596491,0.5551666666666667,51.38899392958621,2.909484937096294,45.53024073280422,60.07121795899469,49.934251461038066,0.22,0.09159941451910301,0.154766633093691,0.09159941451910301,-0.06316721857458797,0.23152320694284553,0.1046934864093891,0.15568870132263604,0.5643229166666667,0.44873046875,0.177734375
lhs_high_20260815_0019,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9434307692307691,0.9288375,0.85795,0.5873473684210526,0.7255882352941176,0.13578947368421054,0.1929,0.7822714285714286,0.27270588235294113,0.4294444444444445,0.9644444444444444,0.22929629629629625,0.40375000000000005,0.26421052631578945,0.541,50.24046918452447,3.0080336336254505,45.563202916666576,57.86869944179885,48.73645236771175,0.06,0.05510206893417225,0.09021014296581147,0.05510206893417225,-0.035108074031639215,0.42622195066287033,0.2852827264496425,0.34870296838109743,0.45810546875,0.4661458333333333,0.44394531249999997
lhs_high_20260815_0020,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9942307692307693,0.77235,0.8399374999999999,0.8863684210526316,0.6932705882352941,0.20021052631578948,0.3344,0.8305428571428572,0.29220588235294115,0.20319444444444446,0.96,0.4895555555555556,0.3707499999999999,0.16649122807017544,0.5333333333333333,54.612029830038445,4.2447091074536,47.299619727513225,65.25586397354485,52.489675276311644,0.58,0.10436964768305475,0.11334992169007395,0.10436964768305475,-0.008980274007019201,0.3424788822506311,0.7255464613425032,0.49848203688947634,0.7161458333333334,0.78515625,0.7676432291666666
lhs_high_20260815_0021,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9780923076923076,0.8173875,0.7360625000000001,0.6425052631578947,0.8563176470588236,0.1763859649122807,0.47775999999999996,0.9559571428571428,0.3219411764705883,0.2618055555555555,0.8,0.23551851851851857,0.5880000000000001,0.41508771929824567,0.5561666666666666,50.00442212207628,2.402227451147936,45.448487092151666,58.18038911375654,48.80330839650231,0.16,0.08441708604756239,0.13836334469183648,0.08441708604756239,-0.05394625864427409,0.2703581101739826,0.14554216546707696,0.19836457548238798,0.5165690104166667,0.2775065104166667,0.1626953125
lhs_high_20260815_0022,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9096153846153846,0.845875,0.93995,0.8055578947368421,0.7863882352941177,0.05896491228070175,0.28578,0.7734000000000001,0.4967058823529412,0.23527777777777775,0.9377777777777777,0.3133703703703703,0.23275,0.3545614035087719,0.6194999999999999,47.95942119694081,2.9470550351594387,43.6602718007455,60.47582597089942,46.48589367936109,0.02,0.09982004261259457,0.1417530645243191,0.09982004261259457,-0.04193302191172453,0.26183196500736894,0.22355376399313745,0.24193701930691958,0.31722005208333326,0.4186197916666667,0.2416015625
lhs_high_20260815_0023,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7577384615384616,0.9846,0.8490375,0.5640947368421052,0.8834470588235295,0.1744736842105263,0.32260000000000005,0.7959714285714287,0.44111764705882356,0.3901388888888889,0.7644444444444445,0.6310740740740741,0.4377500000000001,0.29649122807017547,0.41900000000000004,47.22288876061888,2.218865794835291,43.6332677486772,54.37474727469129,46.11345586320123,0.0,0.12326554695119253,0.12326554695119253,0.12571149303951104,0.0024459460883185097,0.31183473513451115,0.9163250539783082,0.5345483893011393,0.22561848958333333,0.19205729166666666,0.6375651041666666
lhs_high_20260815_0024,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9319692307692308,0.7837,0.7708125000000001,0.6038631578947368,0.7628705882352941,0.10768421052631579,0.58016,0.9864142857142858,0.34864705882352937,0.4123611111111111,0.7488888888888889,0.2149629629629629,0.35925000000000007,0.25263157894736843,0.46900000000000003,46.35576839655923,1.7856613640241865,42.89910105291002,50.35564845117837,45.46293771454713,0.0,0.0885316460066876,0.14919161733967448,0.0885316460066876,-0.06065997133298688,0.24405244053015057,0.1145041503540657,0.16716763246735608,0.18232421875,0.0927734375,0.08411458333333333
lhs_high_20260815_0025,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9140769230769231,0.9347625,0.7181749999999999,0.634978947368421,0.8309882352941177,0.060315789473684205,0.42312,0.6512999999999999,0.23697058823529407,0.2291666666666667,0.671111111111111,0.6032592592592592,0.6347499999999999,0.1475438596491228,0.5005000000000001,52.10313008207708,4.83805836311824,44.49199354365082,64.31914697310403,49.68410090051796,0.28,0.11816534795097006,0.1372126130111093,0.11816534795097006,-0.019047265060139235,0.2733152177392667,0.5063715966358744,0.3720202456742296,0.57509765625,0.8255208333333334,0.576171875
lhs_high_20260815_0026,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9809538461538462,0.9367749999999999,0.9760875,0.6946421052631578,0.6935411764705881,0.12752631578947368,0.47844000000000003,0.817657142857143,0.4655,0.34819444444444453,0.9955555555555555,0.6301481481481482,0.27075000000000005,0.17035087719298242,0.5945,54.02390946888005,3.4005329225987406,47.797021112433804,62.177215003847934,52.32364300758068,0.58,0.10961385809989388,0.14821128502556594,0.10961385809989388,-0.03859742692567206,0.2463247095279937,0.2518464912849979,0.2490702989347014,0.7061197916666666,0.623046875,0.3198567708333333
lhs_high_20260815_0027,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7991999999999999,0.773,0.7436375,0.7802526315789473,0.8952705882352942,0.19359649122807018,0.24552,0.8208000000000001,0.4480882352941176,0.16708333333333336,0.9844444444444445,0.5009259259259259,0.3045,0.3849122807017544,0.5746666666666668,49.689169276604915,3.3341359460184963,44.20791756349207,59.39074842328032,48.02210130359567,0.1,0.10769268206595972,0.1305286482483761,0.10769268206595972,-0.022835966182416373,0.29114229967070215,0.4422676601968152,0.3588353712493815,0.4612955729166667,0.5476888020833334,0.4761067708333333
lhs_high_20260815_0028,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8759076923076923,0.8650375,0.7801125000000001,0.8205368421052631,0.7750705882352941,0.181,0.31542000000000003,0.7063,0.45667647058823535,0.293888888888889,0.7844444444444445,0.3732962962962963,0.5017499999999999,0.3547368421052632,0.37699999999999995,46.20401280854173,3.141588149551171,41.041140482804245,53.498352460317335,44.63321873376614,0.0,0.09469621559544271,0.10768962072868726,0.09469621559544271,-0.012993405133244554,0.36130383177009423,0.6286354929848326,0.476579911874286,0.11897786458333333,0.4384765625,0.6274739583333333
lhs_high_20260815_0029,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7918461538461539,0.8857625,0.8449500000000001,0.6965157894736842,0.757964705882353,0.18201754385964913,0.33068,0.9504999999999999,0.3997941176470588,0.3155555555555556,0.9244444444444444,0.3324074074074075,0.34824999999999995,0.21929824561403505,0.5166666666666666,50.694067624923825,3.1614005544706023,45.52614622751322,57.627482890211674,49.11336734768852,0.04,0.0899392632075802,0.09559809946951156,0.0899392632075802,-0.005658836261931366,0.4050560954053099,0.81695754428942,0.5752509304658124,0.45143229166666665,0.5126953125,0.77734375
lhs_high_20260815_0030,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8371692307692307,0.7686125,0.8900124999999999,0.8912526315789473,0.6483882352941176,0.22328070175438597,0.22996000000000003,0.8427999999999999,0.45620588235294113,0.3661111111111111,0.768888888888889,0.5294444444444445,0.56325,0.3749122807017543,0.5188333333333334,46.193900870653344,2.9681054233113016,41.64701349735447,53.50691685052907,44.709848158997694,0.0,0.09875481824537025,0.1217202693396798,0.09875481824537025,-0.022965451094309558,0.3164235051391018,0.4402264589431836,0.3732264717216305,0.12809244791666669,0.3912760416666667,0.4512369791666666
lhs_high_20260815_0031,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7344,0.8336,0.8095125,0.718421052631579,0.7321058823529412,0.10375438596491228,0.46012000000000003,0.9935142857142858,0.4342941176470588,0.24777777777777774,0.6955555555555555,0.4737037037037037,0.74525,0.33421052631578946,0.535,46.18410511774329,2.0792092203425097,42.80669204497357,51.61337024338623,45.14450050757204,0.0,0.10202672124606722,0.15293278599564944,0.10202672124606722,-0.05090606474958222,0.23557191898107543,0.1622405504343416,0.19549761584828548,0.15862630208333334,0.14013671875,0.11529947916666666
lhs_high_20260815_0032,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8742923076923076,0.7565,0.9085875,0.8509263157894736,0.7068941176470588,0.18357894736842106,0.24022,0.7612571428571429,0.32802941176470585,0.2790277777777778,0.8955555555555554,0.2971851851851852,0.38349999999999995,0.43543859649122807,0.6566666666666667,48.33745570894498,2.791248155843459,44.28285491269844,55.62721826984118,46.94183163102325,0.04,0.10798818190712962,0.11933386623970459,0.10798818190712962,-0.011345684332574962,0.3236430501580931,0.6667520412880213,0.4645316612907995,0.36484374999999997,0.3771158854166667,0.6041015624999999
lhs_high_20260815_0033,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8638769230769231,0.9738125,0.8423125,0.6822526315789473,0.7220235294117647,0.10017543859649124,0.58336,0.8418714285714285,0.4197352941176471,0.26083333333333336,0.9088888888888887,0.2385925925925926,0.37050000000000005,0.2012280701754386,0.6386666666666666,49.917255358838375,3.339071177350045,44.63577802621448,59.635445803351004,48.24771977016335,0.04,0.05753245597944678,0.13981691478714986,0.05753245597944678,-0.08228445880770308,0.26666846813418893,0.05288144205200911,0.11875105534156802,0.4190755208333333,0.5525716145833334,0.17753906249999998
lhs_high_20260815_0034,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9323384615384616,0.78155,0.746575,0.779578947368421,0.857835294117647,0.06143859649122806,0.23378,0.6685142857142858,0.30911764705882355,0.28277777777777785,0.9622222222222222,0.5639629629629629,0.38749999999999996,0.17982456140350878,0.4658333333333333,52.10692796396341,4.910488193638507,44.75706920502649,67.32732829629613,49.65168386714416,0.24,0.08537277992614546,0.09704765118919696,0.08537277992614546,-0.0116748712630515,0.3995433749564206,0.6589565897181545,0.5131098710858766,0.5658528645833333,0.82958984375,0.7873697916666667
lhs_high_20260815_0035,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9415999999999999,0.826325,0.9673,0.7856736842105263,0.709529411764706,0.12798245614035086,0.4621,0.7045428571428571,0.42920588235294116,0.42861111111111116,0.6888888888888889,0.4512222222222222,0.24625000000000008,0.3707017543859648,0.5843333333333334,46.82930691133395,2.2759259373318237,41.78992168209868,55.31772312874772,45.69134394266804,0.0,0.0936191081111298,0.14939370635352414,0.0936191081111298,-0.055774598242394335,0.24358663956533183,0.13633926815418765,0.18223727437183435,0.19690755208333333,0.201171875,0.12272135416666666
lhs_high_20260815_0036,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7665076923076922,0.8381000000000001,0.7116,0.892242105263158,0.8159058823529413,0.09043859649122805,0.45314,0.9753142857142858,0.44038235294117645,0.20597222222222228,0.7,0.6072222222222223,0.36549999999999994,0.39561403508771925,0.5943333333333333,48.20543187690155,2.3099339377316817,42.98882797354499,53.10087197089947,47.05046490803571,0.0,0.12517688533835478,0.1622605725832795,0.12517688533835478,-0.03708368724492472,0.21568881548991975,0.26584136420682214,0.23945565133024907,0.2689127604166667,0.2333984375,0.18860677083333333
lhs_high_20260815_0037,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8046307692307693,0.7781125,0.7151500000000001,0.6805894736842106,0.7273294117647058,0.20787719298245613,0.522,0.9200714285714285,0.3576764705882353,0.23763888888888893,0.9444444444444444,0.40551851851851856,0.46825000000000006,0.4633333333333333,0.38400000000000006,47.02996097984527,2.7561267021085936,42.03914176719577,55.49261171825387,45.65189762879098,0.02,0.10910399739038976,0.13992103423169241,0.10910399739038976,-0.03081703684130266,0.26640611932643954,0.332547509446691,0.2976452443486464,0.26708984375,0.3447265625,0.3123697916666667
lhs_high_20260815_0038,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7590769230769231,0.9127750000000001,0.64265,0.7956947368421052,0.7919647058823529,0.19656140350877194,0.22841999999999998,0.8452428571428572,0.42355882352941177,0.43125,0.7666666666666667,0.27744444444444444,0.6452500000000001,0.19385964912280698,0.5851666666666667,51.51296273132834,5.407876427899009,43.09074341005286,64.76494458641974,48.80902451737883,0.2,0.09487592484538676,0.09487592484538676,0.11320836733425732,0.01833244248887056,0.407830884715506,0.5194697621741022,0.4602779732839902,0.5285481770833333,0.8391927083333334,0.7263671875
