sample_id,generator,target_risk_level,generator_target_cell,source_path,feature_01_weather_cloudiness,feature_02_weather_precipitation,feature_03_weather_precipitation_deposits,feature_04_weather_wind_intensity,feature_05_weather_fog_density,feature_06_weather_fog_distance,feature_07_weather_sun_altitude_angle,feature_08_weather_wetness,feature_09_lead_vehicle_initial_distance_m,feature_10_lead_vehicle_brake_trigger_seconds,feature_11_lead_vehicle_brake_intensity,feature_12_pedestrian_forward_distance_m,feature_13_pedestrian_roadside_offset_m,feature_14_pedestrian_trigger_seconds,feature_15_pedestrian_speed_mps,predicted_risk_mean,predicted_risk_std,predicted_risk_min,predicted_risk_max,robust_predicted_risk_score,bootstrap_top_k_frequency,nearest_observed_distance,nearest_collision_distance,nearest_non_collision_distance,collision_distance_margin,collision_affinity,collision_boundary_balance,collision_boundary_score,stable_high_score_base,high_uncertainty_base,collision_boundary_base,selection_channel,selection_order,selection_utility,selection_diversity_distance
gmm_high_20260815_0025,gmm,high,gmm__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_high.jsonl,0.8140461538461538,0.9621999999999999,0.698275,0.7605368421052632,0.8157058823529411,0.17035087719298247,0.35928,0.7799857142857144,0.3268235294117647,0.3113888888888889,0.8400000000000001,0.4373703703703704,0.38975000000000004,0.18842105263157896,0.4741666666666666,53.88718035933859,4.721546125468541,46.36010008092826,65.62523600308641,51.526407296604326,0.6,0.07608325165040605,0.07608325165040605,0.07880922299074368,0.0027259713403376268,0.48711866862150555,0.9072036478443205,0.6647675030463648,0.66044921875,0.8460286458333334,0.9254557291666666,collision_boundary,2,0.7591524841755826,0.09393950421124593
gmm_critical_20260816_0165,gmm,critical,gmm__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_critical.jsonl,0.9105846153846154,0.8831749999999999,0.8963749999999999,0.7399473684210527,0.9284705882352942,0.04140350877192983,0.29628,0.9340571428571428,0.1665882352941177,0.10805555555555556,0.9422222222222222,0.18614814814814815,0.0,0.14964912280701753,0.8485,57.582194708146524,4.675082116691591,48.68495438756614,66.63747179144622,55.244653649800725,0.2,0.05182013571989448,0.05387982526754431,0.05182013571989448,-0.0020596895476498317,0.6008866115568139,0.9290574745267832,0.7471667804512789,0.85986328125,0.9132486979166666,0.9705078125,collision_boundary,3,0.7903600468358348,0.06976898417917406
gmm_critical_20260816_0112,gmm,critical,gmm__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_critical.jsonl,0.9759846153846152,0.864225,0.9443875,0.829421052631579,0.8965058823529413,0.0,0.29969999999999997,0.8580142857142858,0.1434411764705882,0.13972222222222225,0.9333333333333332,0.21000000000000008,0.2157500000000001,0.16526315789473683,0.8721666666666666,61.65896051527255,7.3569619635180254,47.63478476102295,76.48689796560825,57.98047953351353,0.62,0.04889744698977898,0.04889744698977898,0.05073818130782096,0.0018407343180419852,0.6298658138959047,0.9363534478700838,0.7679694177094077,0.9872721354166665,0.9993489583333334,0.9988281249999998,high_uncertainty,1,0.8140996326693201,0.0731023300132666
gmm_high_20260815_0227,gmm,high,gmm__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_high.jsonl,0.8317538461538461,0.9087,0.646975,0.5596315789473684,0.8235882352941176,0.11271929824561405,0.38636,0.7064714285714286,0.2685882352941177,0.25152777777777774,0.9333333333333332,0.29925925925925917,0.21900000000000008,0.19666666666666663,0.5868333333333333,53.96836496461197,5.756699658529796,44.73044001455029,66.5296417848324,51.09001513534707,0.56,0.09720314677423966,0.1269534979817357,0.09720314677423966,-0.02975035120749603,0.3011503296851259,0.3454649715249331,0.3225475004854265,0.6406901041666666,0.8899739583333334,0.5176432291666666,high_uncertainty,2,0.7422666605767141,0.1514374695502369
gmm_critical_20260816_0068,gmm,critical,gmm__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_critical.jsonl,0.9858461538461538,0.9228249999999999,0.9214874999999999,0.8666315789473684,0.9252941176470589,0.0,0.39938,0.9291,0.19511764705882353,0.11680555555555558,0.9199999999999999,0.421962962962963,0.07050000000000001,0.0,0.8085,61.01244809389286,6.444002241887748,50.60756504188715,75.933422679894,57.790446972948985,0.5,0.05881993844319054,0.06920279459097238,0.05881993844319054,-0.010382856147781838,0.5198559058093798,0.6900860643350027,0.5989535174463063,0.9776367187499999,0.9951171875,0.9479166666666667,high_uncertainty,3,0.8132772467081376,0.08591748354068776
gmm_critical_20260816_0243,gmm,critical,gmm__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_critical.jsonl,0.9729076923076924,0.9574,1.0,0.9460947368421053,0.8658,0.019578947368421046,0.16155999999999998,0.9393,0.13847058823529407,0.14166666666666666,0.9288888888888888,0.33029629629629625,0.2895000000000001,0.20105263157894737,0.7915,61.12789426607502,5.049693794588372,48.66636708112874,75.12677425132259,58.60304736878083,0.7,0.058023688019794774,0.06504736738159236,0.058023688019794774,-0.00702367936179759,0.5406838349032086,0.7780778682572775,0.648609378333877,0.9954752604166666,0.9689127604166666,0.9669270833333333,stable_high_score,1,0.8079849459372923,0.058023688019794774
gmm_high_20260815_0105,gmm,high,gmm__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_high.jsonl,0.7981846153846155,0.7981,0.9651125,0.8406842105263157,0.7845529411764706,0.20305263157894737,0.41617999999999994,0.9010714285714286,0.2657058823529411,0.2676388888888889,0.891111111111111,0.6397777777777778,0.5805,0.1636842105263158,0.47733333333333333,56.32417832782665,4.32256634196077,48.246997867724886,66.7792171309523,54.16289515684627,0.88,0.11665047815267629,0.11665047815267629,0.13574300010918497,0.01909252195650868,0.3319579905764348,0.5055535300238295,0.4096614870298815,0.8395833333333333,0.8351236979166666,0.6581380208333333,stable_high_score,2,0.7077713835446089,0.18052358438971097
gmm_critical_20260816_0119,gmm,critical,gmm__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/gmm_critical.jsonl,0.8990923076923077,0.9358000000000001,0.9388,0.7150315789473684,0.8724588235294118,0.016157894736842104,0.24244,0.8894428571428571,0.05388235294117649,0.13000000000000006,0.9488888888888889,0.4261851851851852,0.08624999999999994,0.16666666666666666,0.8471666666666667,60.76265609646784,5.026164123476965,51.12260720105822,69.33035625970012,58.24957403472936,0.58,0.06862428263129046,0.08594450978658057,0.06862428263129046,-0.017320227155290108,0.443760532653393,0.5385988846598333,0.4888853934647373,0.9877604166666667,0.9664713541666666,0.8135416666666666,stable_high_score,3,0.8091547096695333,0.0947318816809994
lhs_critical_20260816_0144,lhs,critical,lhs__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_critical.jsonl,0.9734307692307692,0.9505874999999999,0.9413625,0.8333157894736842,0.9475529411764706,0.013754385964912278,0.25066000000000005,0.8317714285714286,0.16676470588235298,0.001666666666666668,0.8955555555555554,0.20985185185185187,0.16775000000000007,0.13473684210526315,0.9851666666666666,60.68800755594111,7.243279599294148,49.125212888888925,76.58491304497333,57.06636775629404,0.36,0.06585138088441361,0.07073030386486306,0.06585138088441361,-0.004878922980449452,0.5124030234633047,0.8400407378597559,0.6560788168441992,0.9557617187499999,0.9970703125,0.9770182291666666,collision_boundary,1,0.7968956211123693,0.07640518889518019
lhs_high_20260815_0058,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_high.jsonl,0.8904461538461539,0.8658875,0.8387375,0.6134315789473684,0.8665411764705883,0.2482280701754386,0.42623999999999995,0.9003,0.35347058823529415,0.36569444444444443,0.9555555555555555,0.5493333333333333,0.383,0.20561403508771928,0.6601666666666667,53.09939230690152,4.450053352755139,46.2099463730158,62.081396895823296,50.874365630523954,0.4,0.104664676795398,0.104664676795398,0.10468134246297253,1.6665667574536358e-05,0.37178485200806094,0.9994047779066902,0.6095601344003624,0.6215169270833334,0.79296875,0.8831380208333333,collision_boundary,2,0.7270020563623439,0.10245819847838633
lhs_critical_20260816_0150,lhs,critical,lhs__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_critical.jsonl,0.9999692307692308,0.9723750000000001,0.8907,0.8808105263157896,0.9567294117647059,0.013473684210526311,0.38298000000000004,0.9232571428571429,0.13458823529411768,0.08763888888888892,0.9066666666666666,0.12081481481481483,0.26750000000000007,0.010701754385964901,0.7811666666666667,56.76445780078561,6.320104522105438,49.095093195326285,77.28985926984105,53.60440553973289,0.16,0.06854974217793736,0.06854974217793736,0.06973072845007232,0.0011809862721349623,0.5230752068542527,0.9586856628471084,0.708141724093389,0.7275716145833333,0.9547526041666666,0.9756510416666666,collision_boundary,3,0.7960870966408246,0.07783131653745635
lhs_critical_20260816_0129,lhs,critical,lhs__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_critical.jsonl,0.9396923076923077,0.8992000000000001,0.943725,0.8044631578947369,0.9446,0.006912280701754388,0.36629999999999996,0.9274142857142856,0.18849999999999997,0.18347222222222231,0.891111111111111,0.21081481481481482,0.0734999999999999,0.10754385964912276,0.854,61.36507210128262,6.468169616917159,47.75592771913584,74.38492097354488,58.130987292824045,0.6,0.03130487203768237,0.03130487203768237,0.06268563528604097,0.031380763248358604,0.7438332898229255,0.3259170787616366,0.4923697522236167,0.9881184895833333,0.99658203125,0.828515625,high_uncertainty,1,0.8177567333470576,0.1024555417352873
lhs_high_20260815_0155,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_high.jsonl,0.8372153846153846,0.8572374999999999,0.969625,0.6561894736842104,0.8504235294117647,0.20987719298245613,0.44636,0.8511,0.23673529411764704,0.33194444444444454,0.7933333333333333,0.269037037037037,0.30400000000000005,0.1592982456140351,0.6053333333333333,56.08673364647906,5.732128546126437,47.709349027457115,69.2088951684303,53.220669373415845,0.68,0.09363546990785246,0.1184076823941525,0.09363546990785246,-0.024772212486300044,0.32648918475848016,0.41270817104072727,0.3670759516860924,0.7682942708333333,0.9303385416666666,0.6069010416666667,high_uncertainty,2,0.7702030807776856,0.12966123722176168
lhs_critical_20260816_0228,lhs,critical,lhs__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_critical.jsonl,0.9783230769230769,0.92365,0.9684875,0.921021052631579,0.9470705882352942,0.008438596491228068,0.43706,0.9479,0.08299999999999998,0.17069444444444445,0.9377777777777777,0.14140740740740745,0.40674999999999994,0.12719298245614033,0.9776666666666666,62.28425913456307,6.342025143118391,48.38831360449735,77.99109704761884,59.11324656300388,0.56,0.09363607483693909,0.09569854429412529,0.09363607483693909,-0.002062469457186203,0.4046716577986187,0.9289652094621846,0.6131279567515278,0.9906901041666666,0.99609375,0.9556640624999999,high_uncertainty,3,0.8149753171233216,0.09050158561660812
lhs_critical_20260816_0110,lhs,critical,lhs__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_critical.jsonl,0.8810923076923077,0.9739125,0.9504625000000001,0.9269684210526316,0.904470588235294,0.0362280701754386,0.19912,0.9897571428571429,0.18879411764705883,0.20944444444444443,0.8955555555555554,0.016777777777777756,0.28200000000000003,0.18894736842105259,0.9643333333333333,61.913144240012834,5.754059950509714,48.485719659171075,71.34403398677252,59.03611426475798,0.68,0.09998980835623839,0.10403699810398583,0.09998980835623839,-0.00404718974774744,0.37399747543749196,0.8653767600520585,0.5689013302513417,0.9957031249999999,0.9886067708333334,0.9144531250000001,stable_high_score,1,0.8165604616712476,0.09998980835623839
lhs_high_20260815_0093,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_high.jsonl,0.9671076923076922,0.9811875000000001,0.92485,0.5724842105263158,0.8515529411764706,0.08985964912280701,0.27004,0.9688714285714285,0.24958823529411767,0.1734722222222223,0.8511111111111113,0.5082962962962964,0.49675,0.3533333333333334,0.5818333333333333,55.63379772496939,2.7018246254775744,49.49231028395057,61.47281507010575,54.282885412230605,0.7,0.11520506528372652,0.13440425001853373,0.11520506528372652,-0.01919918473480721,0.2806685481352111,0.5036307108611661,0.3759698131681688,0.84462890625,0.45833333333333337,0.4951822916666667,stable_high_score,2,0.7161312128247438,0.20214043912371876
lhs_critical_20260816_0065,lhs,critical,lhs__critical,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_215124/candidate_pools/lhs_critical.jsonl,0.9514923076923076,0.9870625000000001,0.9265625,0.9469684210526316,0.9313764705882354,0.005561403508771933,0.06308,0.9934,0.15264705882352944,0.21041666666666675,0.9822222222222222,0.2379259259259259,0.08250000000000002,0.1894736842105263,0.7328333333333333,61.89113187885761,4.57808412453284,49.84657240961197,71.26362444708992,59.60208981659119,0.6,0.07108424943405497,0.11090963113597069,0.07108424943405497,-0.03982538170191571,0.3504714009971045,0.24103682075901892,0.29064843413185854,0.9940429687499999,0.9283854166666666,0.48320312499999996,stable_high_score,3,0.8169846401069952,0.10875132553497627
